Elapsed Sec,Evacuee Count
0.2199999,0
6.899994,0
10.12004,0
12.46009,0
14.26014,0
15.88017,0
17.32021,0
18.58023,0
19.72026,0
20.84029,0
21.88031,0
22.92033,0
24.02036,0
25.32039,0
26.62042,0
27.90045,0
29.00047,0
30.1005,0
31.16052,0
32.22055,0
33.26057,0
34.30059,0
35.42062,0
36.70065,0
38.02068,0
39.30071,0
40.50074,0
41.64076,0
42.70079,0
43.78081,0
44.86084,0
46.22087,0
47.40089,0
48.44092,0
49.54094,0
50.70097,0
51.76099,0
52.72102,0
53.66104,0
54.62106,0
55.62108,0
56.6011,0
57.62113,0
58.66115,0
59.70118,0
60.7412,0
61.92123,0
63.14125,0
64.48119,0
65.84097,0
67.18074,0
68.36054,0
69.52035,0
70.70015,0
71.77997,0
72.83979,0
73.85962,0
74.87945,0
75.95927,0
77.01909,0
78.03892,0
79.05875,0
80.05858,0
81.07841,0
82.21822,0
83.33803,0
84.43784,0
85.53766,0
86.81744,0
88.2572,0
89.59698,0
91.07673,0
92.33652,0
93.73628,0
95.31602,0
96.87576,0
98.43549,0
99.99523,0
101.335,0
102.6348,0
103.8746,0
105.1744,0
106.4541,0
107.8939,0
109.1137,0
110.2535,0
111.6133,0
112.9731,0
114.4128,0
115.7726,0
117.0524,0
118.2722,0
119.392,0
120.4318,0
121.4916,0
122.4915,0
123.4513,0
124.4111,0
125.391,0
126.3708,0
127.3506,0
128.4706,0
130.8511,0
132.3515,0
133.3917,0
134.3119,0
135.2321,0
136.1923,0
137.1325,0
138.2127,0
139.353,0
140.4332,0
141.5334,0
142.5336,0
143.5138,0
144.494,0
145.4743,0
146.4545,0
147.3947,0
148.3549,0
149.6151,0
150.6354,0
151.5756,0
152.6758,0
153.656,0
154.5762,0
155.4764,0
156.3766,0
157.2968,0
158.237,0
159.2172,0
160.2174,0
161.2576,0
162.2979,0
163.4581,0
164.8184,0
166.0186,0
167.2189,0
168.2791,0
169.2593,0
170.3196,0
171.3398,0
172.26,0
173.2602,0
174.1204,0
174.9806,0
175.8607,0
176.7809,0
177.8212,0
178.9614,0
180.1417,0
181.2619,0
182.3621,0
183.4224,0
184.5826,0
185.7029,0
186.8631,0
187.9433,0
189.1236,0
190.3839,0
191.6041,0
192.6643,0
193.8046,0
194.8248,0
195.805,0
196.7852,0
197.7054,0
198.6056,0
199.5258,0
200.466,0
201.3862,0
202.3864,0
203.3466,0
204.3868,0
205.4471,0
206.4673,0
207.4275,0
208.3877,0
209.3279,0
210.3081,0
211.3083,0
212.3685,0
213.4288,0
214.629,0
215.7693,0
216.7895,0
217.8097,0
218.7699,0
219.7301,0
220.8704,0
221.9706,0
222.9708,0
224.1511,0
225.2713,0
226.3315,0
227.4918,0
228.572,0
229.5322,0
230.5724,0
231.7727,0
232.8929,0
234.0132,0
235.0134,0
235.9336,0
236.7938,0
237.814,0
238.8942,0
239.9544,0
241.1147,0
242.395,0
243.4752,0
244.6154,0
245.8157,0
246.9559,0
248.1962,0
249.3965,0
250.4367,0
251.4169,0
252.3971,0
253.4373,0
254.3775,0
255.4177,0
256.3377,0
257.3171,0
258.2966,0
259.316,0
260.3155,0
261.255,0
262.2144,0
263.5137,0
264.9929,0
266.2322,0
267.4116,0
268.471,0
269.4705,0
270.4699,0
271.4094,0
272.4288,0
273.5082,0
274.5876,0
275.6471,0
276.5666,0
277.526,0
278.4855,0
279.365,0
280.2245,0
281.204,0
282.2035,0
283.083,0
283.9825,0
284.9619,0
285.9614,0
286.8809,0
287.8404,0
289.0397,0
290.299,0
291.4784,0
292.7177,0
293.957,0
295.0764,0
296.3157,0
297.3951,0
298.3346,0
299.2141,0
300.1336,0
300.9931,0
301.8327,0
302.8321,0
303.8716,0
304.891,0
305.9504,0
307.0898,0
308.0892,0
309.1487,0
310.2281,0
311.2075,0
312.2469,0
313.6462,0
314.9655,0
316.2647,0
317.564,0
318.6234,0
319.5829,0
320.6024,0
321.5019,0
322.4214,0
323.4608,0
324.5202,0
325.4797,0
326.5191,0
327.5585,0
328.498,0
329.4975,0
330.4769,0
331.3764,0
332.3159,0
333.2154,0
334.1949,0
335.1144,0
336.3137,0
337.2932,0
338.4725,0
339.7119,0
340.8312,0
341.8507,0
342.8301,0
343.8496,0
344.7891,0
345.7086,0
346.648,0
347.5675,0
348.487,0
349.3466,0
350.2261,0
351.0656,0
351.9251,0
352.7847,0
353.6242,0
354.5837,0
355.5232,0
356.5426,0
357.4421,0
358.3216,0
359.2011,0
360.1406,0
361.0601,0
361.9196,0
362.7992,0
363.8186,0
364.858,0
366.0174,0
367.0368,0
368.0363,0
368.9158,0
369.7953,0
370.7348,0
371.6143,0
372.5138,0
373.3534,0
374.3728,0
375.2723,0
376.1318,0
377.1513,0
378.0708,0
378.9903,0
379.8898,0
380.8492,0
381.7687,0
382.6882,0
383.5677,0
384.4673,0
385.3468,0
386.2263,0
387.1258,0
388.1252,0
389.1847,0
390.2641,0
391.3035,0
392.243,0
393.1425,0
393.982,0
394.8416,0
395.7011,0
396.5806,0
397.5401,0
398.4196,0
399.2391,0
400.0587,0
400.8582,0
401.6778,0
402.5573,0
403.5168,0
404.4363,0
405.3358,0
406.2153,0
407.1748,0
408.1542,0
409.0737,0
409.9732,0
410.8727,0
411.7323,0
412.6518,0
413.6912,0
414.8306,0
415.87,0
416.8095,0
417.8889,0
418.9683,0
419.9478,0
420.8872,0
422.0866,0
423.206,0
424.2054,0
425.1649,0
426.0644,0
426.9639,0
427.8434,0
428.8429,0
429.8623,0
430.8418,0
431.8812,0
432.8806,0
433.8001,0
434.6797,0
435.5192,0
436.4387,0
437.2982,0
438.2977,0
439.537,0
440.7563,0
441.7957,0
442.7952,0
443.7147,0
444.6142,0
445.4937,0
446.3333,0
447.2128,0
448.0723,0
448.9518,0
449.9113,0
450.8308,0
451.7103,0
452.5298,0
453.3494,0
454.149,0
454.9485,0
455.7481,0
456.5476,0
457.4072,0
458.3267,0
459.2062,0
460.0257,0
460.8653,0
461.7048,0
462.5443,0
464.7431,0
466.4022,0
467.6415,0
468.7609,0
469.7404,0
470.6199,0
471.4794,0
472.299,0
473.1385,0
474.2579,0
475.2773,0
476.2168,0
477.2962,0
478.3157,0
479.2552,0
480.1747,0
481.0542,0
481.9137,0
482.7732,0
483.6927,0
484.5922,0
485.4717,0
486.2913,0
487.1908,0
488.1103,0
489.0698,0
490.1292,0
491.2885,0
492.328,0
493.3874,0
494.3669,0
495.2664,0
496.1659,0
497.0054,0
497.8849,0
498.9843,0
500.0038,0
500.9632,0
501.8627,0
502.7622,0
503.6418,0
504.5213,0
505.3808,0
506.1804,0
507.0199,0
507.8394,0
508.659,0
509.4586,0
510.3181,0
511.2376,0
512.1373,0
513.0181,0
513.919,0
514.7999,0
515.7808,0
516.962,0
518.063,0
519.1641,0
520.1651,0
521.086,0
521.9869,0
522.8878,0
523.7686,0
524.6495,0
525.5303,0
526.3712,0
527.192,0
528.0128,0
528.8536,0
529.7545,0
530.6553,0
531.5562,0
532.397,0
533.2178,0
534.0587,0
534.8795,0
535.6602,0
536.5211,0
537.3218,0
538.1426,0
539.0635,0
539.9444,0
540.9254,0
542.0064,0
543.0875,0
544.0684,0
545.0494,0
545.9302,0
546.7711,0
547.5518,0
548.3926,0
549.2134,0
550.1143,0
550.9551,0
551.7359,0
552.5167,0
553.2774,0
554.0582,0
554.879,0
555.6797,0
556.5005,0
557.3013,0
558.2623,0
559.2632,0
560.1041,0
560.9649,0
561.7857,0
562.6065,0
563.4473,0
564.3882,0
565.4092,0
566.4102,0
567.5313,0
568.5923,0
569.6133,0
570.5342,0
571.4551,0
572.376,0
573.2169,0
574.0777,0
574.8785,0
575.6993,0
576.5601,0
577.3809,0
578.2017,0
579.0225,0
579.9234,0
580.8843,0
581.8052,0
582.6661,0
583.5469,0
584.5079,0
585.4088,0
586.2696,0
587.1104,0
587.9913,0
588.8521,0
589.713,0
590.6939,0
591.7549,0
592.816,0
593.817,0
594.7379,0
595.6988,0
596.5396,0
597.4005,0
598.2813,0
599.2222,0
600.1832,0
601.2242,0
602.105,0
602.9459,0
603.8067,0
604.6675,0
605.5284,0
606.3292,0
607.1299,0
607.9307,0
608.7115,0
609.4922,0
610.233,0
610.9537,0
611.8546,0
612.7154,0
613.5362,0
614.2969,0
615.1778,0
616.1187,0
617.2398,0
618.2007,0
619.2017,0
620.1026,0
621.0435,0
621.9044,0
622.7252,0
623.606,0
624.4869,0
625.3477,0
626.2686,0
627.1094,0
627.9503,0
628.7911,0
629.6719,0
630.4927,0
631.3135,0
632.1343,0
632.9752,0
633.796,0
634.6168,0
635.3975,0
636.2183,0
637.0391,0
637.8399,0
638.6607,0
639.6817,0
640.7027,0
641.8238,0
642.8848,0
643.9659,0
645.0269,0
646.0479,0
647.0489,0
648.0098,0
649.0508,0
649.9918,0
650.8726,0
651.7535,0
652.5743,0
653.3951,0
654.2359,0
655.0567,0
655.9175,0
656.6983,0
657.4791,0
658.2598,0
659.0206,0
659.9014,0
660.7222,0
661.503,0
662.3038,0
663.1446,0
664.1255,0
665.2266,0
666.3878,0
667.4888,0
668.5699,0
669.5709,0
670.5118,0
671.3726,0
672.2134,0
673.0943,0
673.9752,0
674.836,0
675.6568,0
676.4776,0
677.2584,0
678.0992,0
678.96,0
679.7808,0
680.5816,0
681.4024,0
682.2232,0
683.1041,0
683.9649,0
684.9058,0
685.7867,0
686.6675,0
687.5884,0
688.5494,0
689.5504,0
690.5313,0
691.5323,0
692.4932,0
693.5342,0
694.5352,0
695.5963,0
696.7574,0
697.9786,0
699.0396,0
700.1407,0
701.1417,0
702.0225,0
702.8633,0
703.7642,0
704.6251,0
705.4459,0
706.2066,0
707.1475,0
708.0084,0
708.9893,0
709.8502,0
710.711,0
711.4918,0
712.2525,0
713.0132,0
713.774,0
714.5347,0
715.3155,0
716.1563,0
717.2173,0
718.3985,0
719.4595,0
720.6207,0
721.6016,0
722.5025,0
723.4034,0
724.4644,0
725.3853,0
726.2462,0
727.0469,0
727.8677,0
728.6685,0
729.5294,0
730.3902,0
731.231,0
732.0718,0
732.9327,0
733.8135,0
734.6544,0
735.4752,0
736.2759,0
737.0767,0
737.8775,0
738.7383,0
739.5591,0
740.48,0
741.5611,0
742.7022,0
743.8033,0
744.9044,0
745.9454,0
746.8463,0
747.7071,0
748.5279,0
749.4288,0
750.2896,0
751.1104,0
751.9512,0
752.752,0
753.5528,0
754.3135,0
755.1343,0
755.9952,0
756.816,0
757.6368,0
758.4776,0
